DOC_ID	LABEL	RATING	VERIFIED_PURCHASE	PRODUCT_CATEGORY	PRODUCT_ID	PRODUCT_TITLE	REVIEW_TITLE	REVIEW_TEXT
67	__label1__	2	N	Beauty	B0013OJWE2	Neutrogena Micro-Mist Sunless Tanning Spray Medium - 5.3 oz	did not work	I am a brown skin young lady who likes the look of a tan. I had a trip plan to Miami. Not wanting to sit outside in the damaging sun for long periods, I thought I would help my tan by using this product. For three days I used this product following the directions exactly as stated. This product did not work. My skin does not have any hint of a tan.
68	__label1__	4	Y	Kitchen	B00CBVCVLM	Brieftons Spiral Slicer: Stainless Steel Vegetable Spiralizer with Special Japanese Blades and 2 Julienne Sizes, Perfect Spiral Cutter for Low Carb Healthy Vegetable Meals - With Manual, Recipes and Cleaning Brush	Works great!	This is a fun little gadget to use and I'm a happy camper. It works great and as described. I found the short videos easier to understand than the instructions on the accompanied manual, but you don't need any of those to know how to operate this thing. Very pleased with the tool, however I wish they included a few more recipes.
69	__label1__	4	N	Office Products	B000GR80L8	Safco Products 3255BL Onyx Mesh Desktop Organizer with 6 Verical/ 2 Horizontal Sections, Black	it looked exactly like what I had in my mind	When I made this purchase, I thought it was a expensive. But, it looked exactly like what I had in my mind. I was pleasantly shocked when it turned out to be high grade metal construction. It turned out to be an ornamental piece on my desk. There is no doubt in my mind: This will last a lifetime and look good doing it.
70	__label1__	1	N	Health & Personal Care	B0016KX9SI	Formula 303 Maximum Strength Natural Relaxant | 250 Tablets	Better Off Just Drinking A Glass of Wine.,	$50 for some stinky tablets. Nothing, nada, no effect whatsoever. It's taking me awhile to write a review because I was trying to give them time to work. It wasn't until I landed up in the hospital (Not Because Of This Product) that I realized I blew 50 bucks. The Doc asked me all that I was taking and I gladly told him about this product thinking maybe it was the cause of my hospital stay (It was pneumonia) He and the nurse both sensed my fear and promptly me told me they were just glorified vitamins with big cheesy smiles on their faces. OH THE SHAME!!!!
71	__label1__	4	N	Camera	B004J3Y9U6	Canon EOS Rebel T3 Digital SLR Camera with EF-S 18-55mm f/3.5-5.6 IS Lens (discontinued by manufacturer)	Good quality product	It of high quality and matched the exact product description. The camera might be a big tough for beginning digital photographers, but it's wonderful for me. I was familiar with most of the features but the instruction manual taught me several new things I could do.
72	__label1__	1	N	Health & Personal Care	B00D2IUAVQ	Just Potent High Grade Garcinia Cambogia Extract :: 3000mg Per Serving :: 90 Tablets :: Appetite Suppression:: Quality Tested, Quality Assured!	Got my hopes up	I really felt like this product did absolutely nothing n I took it for two months. I'm kinda disappointed. :(
73	__label1__	2	N	Baby	B0006HBS1M	Medela Harmony Manual Breast Pump	skip this and get the motorized pump	honestly skip the hand pump and get a real motorized one... yes they are expensive but have tremendous value.
74	__label1__	4	Y	Health & Personal Care	B00B2YGB9M	Garcinia Cambogia Pure Extract Supplement, 80% HCA, Best Weight Loss Pill for Women & Men, TV Dr Recommended, Natural Appetite Suppressant, Fat Blocker, Works Fast, Top Amazon Reviews, 180 Capsules	I have always struggled with my weight	I am always struggling with my weight. At college I lost the battle. I joined a Fraternity and from there on I gained 32 pounds. It's mostly due to fast food, and beer.<br /><br />I DECIDED to get back on track. I started to run, and do some hitting on a speed bag. With Garcinia Cambogia my appetite dropped and I don't eat as much as I used to.  So far I've lost 6-7 pounds.
75	__label1__	1	N	Sports	B00EZP84O0	Genuine DIYBypass for All AVH Pioneer - Double Pulse - Parking Brake Bypass Video in Motion for AVH-X1600DVD AVH-X2600BT AVH-X3600BHS AVH-X4600BT AVH-X5600BHS AVH-X1500DVD AVH-X2500BT AVH-X3500BHS AVH-X4500BT AVH-X5500BHS AVH-X6500DVD AVH-X7500BT AVH-X8500BHS AVH-P8400BH APPRADIO 2 APPRADIO 3 SPH-DA100 SPH-DA110 SPH-DA210 AVH-4000NEX AVH-100DVD AVH-200BT- Doesn't require programming like PAC TR7	worked for 2 days, then stopped working	This company sent me a email after i purchased this on eBay and asked me to review the product on amazon.  They probably should have asked me first what i thought, but here it goes. I bought it for use with my appradio3 and paid an additional $20 to have it installed. After about 2 days, it would not allow video to display constantly and just kept flashing between the warning message and the video about every 6 or 7 seconds. It was like one second of video followed by 6-7 seconds of warning message. It would do it over and over and got really annoying. I took it back to my installer, and they said it was installed correctly. I had no amps, or other stuff and my car does not need a radio module (older car here with no fancy computer stuff except for new pioneer radio). I agreed to an additional $30 removal to have the bypass bench tested and it did the same thing on the bench. The installer fed power to the blue and black wires, and connected an alarm led to the green wire. It did the same flashing on the bench it did in the car. For $20, i dont want to deal with the hassle of returning it, but it cost me more out of pocket and time to make it worth it. I do not know if the seller should be responsible for this, but i did lose out a lot of money due to their product so I am not sure if I should pursue it. I ended up buying another bypass from another company, and it has worked fine for over a month now. Maybe I just got a bad one or what, but it sucked to have to deal with it. Just my $.02 so take it or leave it. My emails to the company through their website still have went unanswered to date, and its been weeks. I searched online about this and diybypass is really a no-name company so go figure.
76	__label1__	1	N	Grocery	B005DVUTIO	Campbell's Slow Kettle Style Soup, Tomato & Sweet Basil Bisque, 15.5 Ounce (Pack of 8)	not sold	I'm not really sold on the flavor and texture of the contents. When a rather lazy roommate served this, it was a night of hilarity which involved some food throwing. Still, it might just me who is too picky.
77	__label1__	4	N	Kitchen	B0047Y0UQO	Mr. Coffee 12-Cup Programmable Coffeemaker with Water Filtration, SJX33GT	Works well. Makes a great cup fo coffee	I am a coffee drinker and considered a pod machine but what the heck, just one cup? I studied the reviews and decided to go with this one. Have no problem with the plastic smell that some have mentioned. Two small negatives that I do have are the display is not lit and can not see in dim light and the sight gage is on the wrong side for the position I have it on the counter, but I can live with these, it makes a great cup of coffee.
78	__label1__	4	Y	Jewelry	B00FGP2WNC	OOOUSE Retro Bronze Chain Red Heart Vintage Palace Pendant Angel Wings	accessorizing is the key with this	i love the necklace but in order to use them you really need to accessorize and the necklace is really good if you have accessories that can match up to it.<br /><br />it is just fortunate that I have some gothic looking items that can enhance the beauty of this item.
79	__label1__	1	N	Wireless	B004SH9BM4	SODIAL For Apple iPhone 4 Hello Kitty Design Polycarbon Hard Case	cheap	I recently bought this item and the case did not last more than a week.  I should give it more stars but I cannot.  But for the price.  I guess you can't complain!
80	__label1__	3	Y	Video DVD	B0094J4CD4	Tiny Tutor: Letters, Numbers, Shapes & Colors (4 DVDs)	Great for kids, boring for adults	My 19 month old loves these videos, especially the shapes DVD for some reason. She can say circle and star now, and recognizes some others when she plays with her [[ASIN:B0089W1IGG Baby's First Blocks]]. She can also count from one to five, and names a few letters here and there.<br /><br />I give the videos credit that they hold her attention and she has learned a lot from them. They are slow paced and not too flashy like most cartoons on TV. The animations are colorful and the music is decent.<br /><br />However, they get boring for adults to watch. The videos repeat the word over and over again, which gets tiring for me to listen to. In all fairness the repetition definitely helps her to learn faster so I guess I should just deal with it.<br /><br />Pros:<br /><br />* The videos work well.<br />* My daughter loves them.<br /><br />Cons:<br /><br />* Boring for adults to watch.
81	__label1__	4	N	Tools	B0001IW518	Stanley 84-102 8-Inch Long Nose Plier	Good product	Used it in the last few days. It is well made and appears to have high strength and<br />does its job well.
82	__label1__	4	N	Kitchen	B0014E0UFQ	Hamilton Beach 4 Slice Cool Touch Toaster	Totally toasty	Toasts bread really nice and looks good on my counter. I haven't had any uneven burns yet and the toaster makes my kitchen look like it has this heavy machinery vibe.
83	__label1__	4	Y	Home	B00HXMGCMS	Lumbar Cushion - Aeris Best Back Pillow for Office Chair - Standard Size Back Pillow for Car Seat with 25" Strap - High Quality Memory Foam Back Cushion with Luxury Machine Washable Purple Plush Velour Cover	Happy! Worth the price!	I love it. It fits really well in the driver's seat. I'm not used to driving long distances that's why I ordered this one for back support. I tried it first on my computer chair and it really feels comfortable. I like the material of the cover made too. It's soft and very nice material. I tried it on the driver's seat as well and it's perfect. It helps me relaxed my back don't need to actually pull the driver's seat forward. I think I made a great decision in buying this Lumbar cushion. The only thing that I'm worried is the durability of this cushion. I think it's good if you don't use it too much because I feel like it's not hard enough not to sag after couple years. I hope I'm wrong. But you know what, it's perfect for the present and for probably the coming whole year.
84	__label1__	4	N	Beauty	B00R5B3POA	Anti Aging Cream For Face - Best Moisturizing Cream and Wrinkle Treatment - Skin Cream for Dry Skin - Filled with Organic Antioxidants + CoQ10 + Hyaluronic Acid + Vitamins - 2oz	Goes on thick but absorbs well and leaves my skin ...	Goes on thick but absorbs well and leaves my skin smooth and soft with a light scent of cucumber. a little goes a long way and too much can feel greasy so start with just a dab or two.
85	__label1__	3	N	Home Improvement	B000GLKBFC	Waterpik NML-603 Flexible Shower Head with Power Spray	very tiny shower head.	This item would have been a nice item however the rain shower head is the first thing I seen an was looking for that item. Big surprise when it arrived a seen this very tiny shower head. What I have standard is bigger. Very disappointed. Returned it.
86	__label1__	4	N	Jewelry	B0069GO032	Sterling Silver Filigree Teardrop Earrings	Very comfortable	These are my &#34;go-to&#34; earrings. Very comfortable and the style is great. The only downside (to me) is the wire is so curved they are a little hard to get on, but I guess that means they won't come out (inadvertently) either.
87	__label1__	4	Y	Health & Personal Care	B0014UAHQW	NOW Foods Rose Hip Seed Oil, 1 ounce	Amazing oil	Of all the natural oils, I believe this is the best and the one every girl needs.<br />Definitely see a difference in my skin after just 3 weeks of use. And the oil smells very pleasant.<br /><br />Absorbs quick into my face. However, I took a star off because of the dispensing method. I hope they have a dropper or pump.
88	__label1__	4	Y	Health & Personal Care	B00FEP9AFW	garcinia cambogia pure	Holidays	The Holidays are here and so are the extra pounds. Need something to help get the extra weight maintain, Been taking this for the last couple of weeks been eating like crazy and no weight gained which is a good sign, but no weight lost either. Maybe after the holidays I will notice the weight loss because I wont be eating as much.
89	__label1__	4	Y	Shoes	B004LBJNI4	Isotoner Men’s Microterry Slip On Slippers,  Medium,  Black	Warm but big	These are odd slippers, they fit great for a day or so and then felt very large. I either shrunk or they stretched out. I have a normal sized foot and they now seem wide and loose. So instead of walking in them I have to shuffle around in them like an old man. For now they will do... I will look around and see what else I can find.
90	__label1__	1	Y	Beauty	B00CWZ0BLE	Leegoal 24 Stand Transparent Plastic Trapezoid Makeup Cosmetic Organizer Display Stand	Cheap and sad looking	This organizer arrived today and as soon as I opened the box I was completely DISAPPOINTED at how cheap it looked. I would have rated it NO STARS if I could have.  I have purchased many many acrylic organizers and this is the first time I have ever so sad about one that I purchased.  I will be returning it tomorrow due to it being extremely poor quality.
91	__label1__	4	N	Health & Personal Care	B00Y763FNM	THERMO-IGNITER WEIGHT LOSS BLEND - Fat Burner - Super Thermogenic Formula with Garcinia Cambogia, Green Tea Extract, Green Coffee Bean Extract - Raspberry Ketone & 5 Other Fat Buster Ingredients - Exclusive Proprietary Formulation - 60 Count - All Natural - Gluten Free - NO ADDITIVES, 100% SAFE, Made in USA, Satisfaction Guaranteed By NOVUS BODY	It burn me from inside.	I can feel how I lose belly fat, It is like magic. I never thought this kind of product exist. After started with some cardio 3 day a week the result are even better. Unreliable result, must try it
92	__label1__	4	N	Health & Personal Care	B001ADL1SG	Crane Drop Shape Ultrasonic Cool Mist Humidifier with 2.3 Gallon output per day	This is a wonderful humidifier!	I have to say that I am pleased with my decision to purchase one of these humidifiers.  The air in my house gets very dry at times and I have woken up to a nose bleed.  That is not a good feeling to waking up to, so I chose to buy one to help with my house and to put moisture in the air.  I can tell a difference in the house already.
93	__label1__	4	Y	Health & Personal Care	B00KD0JEBI	Forskolin 250mg (20% Standardized), 60 Capsules - Pure Coleus Foskohlii Root Extract for Weight Loss, Maximum Potency Extra Strength Diet Pills, Get Slim, Trim and Fit with Dr Belly Buster Supplement - 200cc, 3 oz Bottle	Weight control regimen	The wife in her ever ongoing weight control regimen has landed on this product with it's 250mg of Forskolin. She likes that it is easy to swallow size and no bad after taste. She has not been late night snacking as much as usual and feel's comfortable that she will lose more than 3 pound's than she has lost in the last week.
94	__label1__	4	N	PC	B000A6PPOK	Microsoft Natural Ergonomic Keyboard 4000	buy it now!	The keys! They actually feel mechanical, even though they are membrane. They have a sort of tactile feedback without the noise of springs. I would (almost) argue that they have a better feeling then Cherry MX, but are slightly harder to type on.
95	__label1__	4	N	Health & Personal Care	B00B4E00G0	Durex Pleasure Pack Natural Rubber Premium Latex Condoms, 54 Count	awesome!	My girlfriend and I always use condom because we don't want to mess up.<br />This brand really helps us a lot.<br />I would definitely recommend this!
96	__label1__	4	N	Outdoors	B00363V534	Coleman Green Valley Sleeping Bag	Well worth the money	It was well worth the money. I would definitely order it again. It is heavy and warm. You would love it. The only thing is trying to stick it back in the bag. Warm that is for sure.
97	__label1__	3	N	Kitchen	B0091SFDAO	Rachael Ray Dinnerware Seasons Changing 16-Piece Dinnerware Set	If they will replace...	I thought this was shatter proof my baby (one and a half year old) dropped it to the floor and it broke. Will try customer service and c if they will replace...
98	__label1__	4	N	Beauty	B00J82GB3G	Sleep Mask - Best Contoured Luxury Eye Mask for Sleep, Earplugs Included - Most Comfortable Mask for Men & Women, Girls & Kids, Airline Travelers - Custom Designer Mask Provides the Ultimate Sleep - Blocks Out All Light - Lifetime Guarantee	Pretty Good, Doesn't Ruin Makeup	I enjoy taking a nap when I get home from work. This product not only helps me sleep better, but does so in a way that wont ruin my makeup. The shape of the eyes makes it so that it doesn't even touch your eyelids, so your eye make-up will survive the nap. My only issue with the mask is that light seeps in a bit around the nose.
99	__label1__	2	N	Luggage	B004IUAFDK	Seward Trunk 30-Inch Footlocker with Wheels, Black, One Size	so poorly made	It was so poorly made that it was damaged in getting delivered, twice. I had to keep the second one because my son was going to camp and we needed it right away. Looks nice and rolls nice, but eh box is made of a thin material and rivets were missing and dents. A quality footlocker would have withstood the shipping.
